City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,tsiombe,-25.3,45.4833,25.64,78,81,5.96,MG,1708097722
290,okhotsk,59.3833,143.3,-33.39,85,22,3.55,RU,1708097722
291,fredericksburg,38.3032,-77.4605,8.29,37,0,2.68,US,1708097722
292,ghanzi,-21.5667,21.7833,35.11,21,100,6.06,BW,1708097722
293,axim,4.8699,-2.2405,29.47,72,95,5.62,GH,1708097722
294,vorkuta,67.5,64.0,-29.38,100,55,3.04,RU,1708097722
295,altay,47.8667,88.1167,-27.74,90,66,2.72,CN,1708097722
296,anloga,5.7947,0.8973,30.24,71,97,6.95,GH,1708097723
297,hadibu,12.65,54.0333,25.38,73,78,3.74,YE,1708097723
298,hays,30.0502,-98.0336,16.9,86,100,1.34,US,1708097723
299,kaedi,16.1465,-13.5047,40.59,6,33,6.9,MR,1708097723
300,kaoma,-14.7833,24.8,27.57,49,98,0.51,ZM,1708097723
301,quellon,-43.1167,-73.6167,17.77,66,100,3.19,CL,1708097723
302,mbandaka,0.0487,18.2603,31.99,45,94,2.29,CD,1708097724
303,mejit,10.2753,170.8646,26.23,80,84,9.8,MH,1708097724
304,san luis de la loma,17.2706,-100.8939,28.65,51,85,1.45,MX,1708097724
305,afaahiti,-17.75,-149.2833,23.93,78,92,5.37,PF,1708097724
306,gilgit,35.9221,74.3087,6.16,35,84,0.26,PK,1708097724
307,remire-montjoly,4.9167,-52.2667,30.02,70,100,6.17,GF,1708097724
308,kargasok,59.0556,80.8572,-18.35,96,100,4.92,RU,1708097724
309,vorgashor,67.5833,63.95,-29.69,99,53,3.19,RU,1708097725
310,prince george,53.9166,-122.753,-18.31,84,0,1.03,CA,1708097456
311,enewetak,11.3474,162.3373,26.25,82,83,11.83,MH,1708097725
312,xiazhen,34.8022,117.1117,5.06,63,0,4.67,CN,1708097725
313,aldinga beach,-35.2793,138.4604,20.35,81,77,4.21,AU,1708097725
314,port alfred,-33.5906,26.891,21.77,70,51,2.68,ZA,1708097725
315,licheng,23.2955,113.8284,18.42,84,43,2.43,CN,1708097725
316,papao,-17.75,-149.55,24.82,75,96,4.32,PF,1708097725
317,midvagur,62.0511,-7.1939,3.46,70,21,1.03,FO,1708097725
318,puerto cabezas,14.0351,-83.3888,28.98,84,75,4.12,NI,1708097726
319,kapan,39.2075,46.4058,4.55,99,100,1.82,AM,1708097726
320,marica,-22.9194,-42.8186,28.97,76,56,6.97,BR,1708097726
321,al markaz,25.4,49.7333,31.33,27,84,6.15,SA,1708097726
322,warrnambool,-38.3833,142.4833,12.83,87,4,2.63,AU,1708097726
323,badger,64.8,-147.5333,-15.86,84,40,0.0,US,1708097726
324,matoury,4.8483,-52.3317,29.98,70,100,6.17,GF,1708097726
325,orsa,54.5153,30.4053,0.2,98,100,4.06,BY,1708097726
326,hakkari,37.5833,44.1667,0.88,80,75,1.03,TR,1708097726
327,paran'ga,56.7039,49.4047,-15.3,95,100,4.57,RU,1708097727
328,bikenibeu village,1.3673,173.1241,28.98,84,20,4.12,KI,1708097727
329,nouadhibou,20.931,-17.0347,25.99,57,58,7.2,MR,1708097727
330,khovd,48.0056,91.6419,-7.82,14,0,2.73,MN,1708097727
331,tibiri,13.5627,7.0485,31.19,15,42,8.23,NE,1708097727
332,alba posse,-27.5698,-54.6826,29.35,62,74,2.31,AR,1708097727
333,lazaro cardenas,17.9583,-102.2,26.75,69,93,0.54,MX,1708097727
334,dahab,28.501,34.5134,19.5,41,55,2.25,EG,1708097727
335,chippewa falls,44.9369,-91.3929,-10.01,79,0,4.12,US,1708097727
336,ternate,0.8,127.4,26.06,84,65,4.18,ID,1708097728
337,katoya,23.65,88.1333,20.48,31,0,2.81,IN,1708097728
338,praia,14.9215,-23.5087,30.3,39,0,11.32,CV,1708097728
339,butare,-2.5967,29.7394,18.58,86,83,1.04,RW,1708097728
340,plastun,44.7561,136.2939,-9.52,74,98,1.88,RU,1708097728
341,kirakira,-10.4544,161.9205,27.06,90,30,3.37,SB,1708097728
342,vanimo,-2.6741,141.3028,26.15,90,100,2.88,PG,1708097728
343,pacific grove,36.6177,-121.9166,13.43,77,0,3.09,US,1708097728
344,wenshui,28.4506,106.5267,8.66,85,1,1.68,CN,1708097728
345,kirensk,57.7853,108.1119,-23.91,97,100,1.34,RU,1708097729
346,padang,-0.9492,100.3543,26.03,87,86,2.05,ID,1708097729
347,tambura,5.6,27.4667,31.8,38,84,3.18,SS,1708097729
348,port augusta,-32.5,137.7667,21.93,39,0,3.4,AU,1708097729
349,el granada,37.5027,-122.4694,12.73,92,0,1.54,US,1708097729
350,arno,60.1167,18.6333,2.66,100,100,3.19,SE,1708097729
351,las khorey,11.1595,48.1967,26.36,78,3,4.58,SO,1708097730
352,kolonia,50.9333,6.95,14.77,86,100,1.03,DE,1708097730
353,antsiranana,-12.2787,49.2917,28.42,83,40,6.17,MG,1708097730
354,tazovsky,67.4667,78.7,-28.31,95,11,3.19,RU,1708097730
355,yuzhno-kurilsk,44.0306,145.8556,-7.57,86,45,2.24,RU,1708097730
356,iwaki,37.05,140.8833,-0.66,61,5,2.12,JP,1708097730
357,scottburgh,-30.2867,30.7532,21.46,78,100,3.43,ZA,1708097731
358,antofagasta,-23.65,-70.4,22.6,68,82,4.21,CL,1708097731
359,winnemucca,40.973,-117.7357,3.03,70,100,0.0,US,1708097731
360,bijie,27.3125,105.2942,8.89,87,0,1.01,CN,1708097731
361,porto novo,6.4965,2.6036,31.9,59,100,5.02,BJ,1708097731
362,tadine,-21.55,167.8833,25.5,79,7,8.58,NC,1708097731
363,cabedelo,-6.9811,-34.8339,28.37,66,100,4.01,BR,1708097731
364,richards bay,-28.783,32.0377,23.97,85,94,3.88,ZA,1708097731
365,cockburn town,21.4612,-71.1419,22.98,83,75,7.72,TC,1708097731
366,moog,8.6011,124.4658,24.89,86,8,3.09,PH,1708097732
367,tamandare,-8.7597,-35.1047,28.78,70,98,3.35,BR,1708097732
368,maragogi,-9.0122,-35.2225,30.4,63,89,3.97,BR,1708097732
369,tralee,52.2704,-9.7026,14.14,82,75,4.12,IE,1708097732
370,antalaha,-14.9003,50.2788,26.66,88,100,1.17,MG,1708097732
371,pandan,14.0453,124.1694,24.78,86,84,4.78,PH,1708097732
372,beberibe,-4.1797,-38.1306,26.83,82,100,1.89,BR,1708097732
373,al hudaydah,14.7978,42.9545,26.66,72,100,4.28,YE,1708097732
374,portland,45.5234,-122.6762,4.33,81,100,10.8,US,1708097390
375,mount isa,-20.7333,139.5,23.87,88,100,4.63,AU,1708097446
376,novodvinsk,64.4165,40.8122,-13.14,95,100,3.15,RU,1708097733
377,derzhavinsk,51.1,66.3167,-30.51,100,11,2.39,KZ,1708097733
378,kapuskasing,49.4169,-82.4331,-17.95,71,100,4.12,CA,1708097733
379,mandideep,23.0817,77.5333,23.49,31,10,2.19,IN,1708097733
380,vilyuysk,63.7553,121.6247,-33.33,95,62,3.58,RU,1708097733
381,burang,30.25,81.1667,-9.37,79,17,1.25,CN,1708097733
382,greenland,43.0362,-70.8328,1.15,54,20,8.23,US,1708097733
383,magumeri,12.1131,12.8274,29.01,16,62,6.9,NG,1708097733
384,sinan,34.8262,126.1086,0.06,64,5,1.01,KR,1708097734
385,plesetsk,62.708,40.2916,-10.95,93,99,4.0,RU,1708097734
386,vondrozo,-22.8167,47.2833,20.22,99,100,0.9,MG,1708097734
387,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-22.46,97,100,2.03,RU,1708097734
388,aniva,46.7144,142.5294,-21.94,99,96,1.75,RU,1708097734
389,kiunga,-6.1219,141.2906,24.11,100,100,1.73,PG,1708097734
390,kodinsk,58.6881,99.1844,-24.2,97,100,1.86,RU,1708097734
391,bada,51.392,109.8717,-15.01,78,100,3.63,RU,1708097734
392,nosy varika,-20.5833,48.5333,24.79,95,100,4.02,MG,1708097734
393,gaalkacyo,6.7697,47.4308,29.66,40,6,9.35,SO,1708097735
394,misasi,-3.0,33.0833,23.04,80,64,0.66,TZ,1708097735
395,neiafu,-18.65,-173.9833,27.38,74,20,2.06,TO,1708097735
396,peterhead,57.5058,-1.7981,7.22,83,54,4.59,GB,1708097735
397,sanandaj,35.3144,46.9923,6.01,70,100,4.12,IR,1708097735
398,hithadhoo,-0.6,73.0833,28.58,74,65,2.29,MV,1708097735
399,inhambane,-23.865,35.3833,30.99,74,20,6.69,MZ,1708097735
400,leava,-14.3,-178.1667,28.42,80,99,5.36,WF,1708097735
401,carora,10.1755,-70.0827,34.01,32,77,6.43,VE,1708097736
402,kingston,17.997,-76.7936,30.13,62,20,1.54,JM,1708097736
403,klyuchi,52.2667,79.1667,-23.14,94,100,4.31,RU,1708097736
404,rayevskaya,44.8319,37.5556,5.51,76,80,6.39,RU,1708097736
405,arraial do cabo,-22.9661,-42.0278,27.98,74,40,10.8,BR,1708097703
406,acarau,-2.8856,-40.12,29.91,66,55,6.13,BR,1708097736
407,kudymkar,59.0173,54.656,-19.87,96,98,1.9,RU,1708097736
408,porto belo,-27.1578,-48.5531,27.87,77,91,2.7,BR,1708097592
409,trairi,-3.2778,-39.2689,30.4,62,50,4.71,BR,1708097633
410,shingu,33.7333,135.9833,7.96,62,80,2.34,JP,1708097737
411,nicoya,10.1483,-85.452,32.17,49,57,6.77,CR,1708097737
412,chernyshevskiy,63.0128,112.4714,-34.25,95,100,3.21,RU,1708097737
413,lethem,3.3803,-59.7968,29.03,65,75,6.17,GY,1708097737
414,sao joao da barra,-21.6403,-41.0511,32.05,70,8,2.06,BR,1708097737
415,nadym,65.5333,72.5167,-26.2,92,10,5.21,RU,1708097737
416,dampit,-8.2116,112.7493,22.21,97,100,1.08,ID,1708097737
417,llanes,43.4198,-4.7549,13.66,79,45,0.8,ES,1708097738
418,tsaratanana,-16.7833,47.65,24.16,97,99,2.62,MG,1708097738
419,deder,9.3167,41.45,20.64,49,100,2.19,ET,1708097738
420,mirny,62.5353,113.9611,-34.87,66,100,4.02,RU,1708097631
421,kitami,43.8031,143.8908,-12.49,96,88,1.61,JP,1708097738
422,doctor juan leon mallorquin,-25.4,-55.2667,26.85,39,7,1.99,PY,1708097738
423,gamba,-2.65,10.0,29.28,71,98,3.6,GA,1708097738
424,mek'ele,13.4967,39.4753,19.02,64,80,8.19,ET,1708097738
425,alice springs,-23.7,133.8833,30.75,23,98,5.66,AU,1708097640
426,qionghu,28.843,112.3522,9.84,89,1,4.24,CN,1708097739
427,grootfontein,-19.5667,18.1167,35.76,19,40,2.57,NA,1708097739
428,pedernales,18.0384,-71.744,28.25,58,34,2.07,DO,1708097739
429,rongelap,11.1635,166.8941,25.87,81,100,11.34,MH,1708097739
430,frontera,26.9333,-101.45,15.74,79,75,5.14,MX,1708097739
431,yafran,32.0633,12.5286,16.58,30,100,0.94,LY,1708097739
432,katima mulilo,-17.5,24.2667,34.12,27,30,4.07,NA,1708097739
433,tofol,5.3248,163.0078,28.02,73,92,7.32,FM,1708097739
434,beau vallon,-20.4189,57.6953,28.13,83,75,3.6,MU,1708097740
435,kasongo-lunda,-6.4667,16.8167,23.47,94,100,2.51,CD,1708097740
436,merizo village,13.2658,144.6691,26.31,93,4,5.81,GU,1708097740
437,rosiorii de vede,44.1167,24.9833,9.55,60,19,3.63,RO,1708097740
438,avigliano,40.7329,15.72,15.37,41,39,1.9,IT,1708097740
439,vila franca do campo,37.7167,-25.4333,19.23,99,47,8.85,PT,1708097740
440,zanjan,36.6736,48.4787,5.83,75,100,4.12,IR,1708097703
441,namdrik,5.5994,168.1028,27.89,74,70,8.61,MH,1708097740
442,igarka,67.4667,86.5833,-34.22,98,33,2.21,RU,1708097741
443,lata,40.1629,-8.3327,17.26,65,90,1.97,PT,1708097741
444,carhuamayo,-10.9167,-76.0333,10.52,64,98,4.94,PE,1708097741
445,goshainganj,26.5833,82.3833,16.77,46,0,3.36,IN,1708097741
446,las veredas,23.1388,-109.7075,19.37,72,40,3.09,MX,1708097741
447,swakopmund,-22.6833,14.5333,24.47,72,24,6.61,NA,1708097741
448,ulladulla,-35.35,150.4667,19.5,96,11,1.37,AU,1708097741
449,lethbridge,49.7,-112.8186,-16.73,77,0,5.14,CA,1708097741
450,arawa,-6.2132,155.5367,25.64,89,65,1.74,PG,1708097742
451,whitehorse,60.7161,-135.0538,-12.57,78,0,6.17,CA,1708097742
452,alaghsas,17.0187,8.0168,27.94,9,1,9.77,NE,1708097742
453,usinsk,65.9939,57.5281,-23.29,90,40,5.81,RU,1708097742
454,tobelo,1.7284,128.0095,25.31,82,12,0.86,ID,1708097742
455,mohr,54.3528,9.7167,12.3,96,99,7.72,DE,1708097742
456,carutapera,-1.195,-46.02,28.4,81,44,3.28,BR,1708097742
457,nasiriyah,31.0521,46.261,22.36,49,0,4.96,IQ,1708097743
458,phetchabun,16.25,101.0833,26.76,37,0,1.98,TH,1708097743
459,belmonte,-15.8631,-38.8828,30.76,70,100,5.12,BR,1708097743
460,rosso,16.4986,-15.8153,41.35,5,52,6.49,SN,1708097743
461,balpyk bi,44.8947,78.2083,-15.98,86,32,1.48,KZ,1708097743
462,bamboo flat,11.7,92.7167,26.05,83,20,1.03,IN,1708097743
463,tuy hoa,13.0833,109.3,21.61,91,47,2.71,VN,1708097744
464,kharkhorin,47.1975,102.8238,-3.43,79,100,1.83,MN,1708097744
465,mirnyy,62.5353,113.9611,-34.87,66,100,4.02,RU,1708097744
466,sredisce ob dravi,46.3942,16.2681,15.49,71,14,2.05,SI,1708097744
467,larreynaga,12.6769,-86.5719,32.42,37,54,2.44,NI,1708097744
468,qarauyl,48.9451,79.255,-25.74,98,100,3.41,KZ,1708097744
469,ardestan,33.3761,52.3694,14.75,60,31,0.27,IR,1708097744
470,fayroz koh,34.5195,65.2509,7.19,39,92,2.12,AF,1708097745
471,kasaragod,12.5,75.0,25.43,73,11,1.18,IN,1708097745
472,ola,59.5833,151.2833,-22.7,96,100,3.88,RU,1708097468
473,jackson,42.4165,-122.8345,5.6,97,100,0.45,US,1708097745
474,rio grande,-32.035,-52.0986,22.19,73,100,6.09,BR,1708097626
475,sitka,57.0531,-135.33,1.94,69,0,0.0,US,1708097745
476,mathba,22.2855,89.9629,20.99,58,0,0.21,BD,1708097745
477,freetown,8.484,-13.2299,30.84,66,20,6.17,SL,1708097745
478,nova vicosa,-17.8919,-39.3719,26.89,83,100,2.3,BR,1708097713
479,chibuto,-24.6867,33.5306,35.75,31,0,2.41,MZ,1708097745
480,lauro muller,-28.3928,-49.3967,26.55,60,96,1.78,BR,1708097745
481,mutoko,-17.397,32.2268,25.95,42,23,0.37,ZW,1708097746
482,tidjikja,18.5564,-11.4271,36.01,6,12,6.41,MR,1708097746
483,hammerfest,70.6634,23.6821,-4.75,80,0,3.6,NO,1708097746
484,juneau,58.3019,-134.4197,-7.0,93,0,0.0,US,1708097728
485,baker city,44.7749,-117.8344,-3.16,78,40,5.66,US,1708097746
486,baturaja,-4.1333,104.1667,24.08,99,100,0.66,ID,1708097746
487,idri,27.5,13.2667,20.88,18,77,2.01,LY,1708097746
488,pemangkat,1.1667,108.9667,25.47,87,100,4.53,ID,1708097746
489,bungu,-7.6337,39.0582,26.42,86,89,3.05,TZ,1708097746
490,persembe,41.0656,37.7714,9.68,95,100,1.98,TR,1708097747
491,makarska,43.2969,17.0178,12.51,70,20,0.88,HR,1708097747
492,xiongzhou,25.1167,114.3,14.7,80,89,0.98,CN,1708097747
493,ongwediva,-17.7833,15.7667,34.7,14,16,3.8,NA,1708097747
494,angaur state,6.906,134.13,27.46,75,16,7.3,PW,1708097747
495,isangel,-19.55,169.2667,26.06,94,40,1.03,VU,1708097747
496,salinas,36.6777,-121.6555,13.65,75,0,5.14,US,1708097747
497,as sulayyil,20.4607,45.5779,30.14,16,63,0.52,SA,1708097747
498,touros,-5.1989,-35.4608,29.92,65,100,4.59,BR,1708097747
499,lubang,13.8584,120.124,26.21,77,14,8.82,PH,1708097747
500,fairwood,47.4484,-122.1573,2.07,74,0,3.6,US,1708097748
501,nev'yansk,57.4953,60.2112,-19.82,93,67,2.24,RU,1708097748
502,maryborough,-25.5333,152.7,21.47,93,100,1.98,AU,1708097748
503,gamboma,-1.8764,15.8644,32.8,46,93,1.11,CG,1708097748
504,siocon,7.7061,122.1353,25.14,85,33,2.92,PH,1708097748
505,luderitz,-26.6481,15.1594,21.2,57,5,14.48,NA,1708097748
506,lujan,-34.5703,-59.105,27.23,59,0,4.37,AR,1708097748
507,camayenne,9.535,-13.6878,28.22,73,15,7.38,GN,1708097748
508,montepuez,-13.1256,38.9997,23.87,96,95,1.78,MZ,1708097748
509,jijiga,9.35,42.8,26.21,31,81,4.13,ET,1708097749
510,lamarque,-39.423,-65.7021,34.32,23,0,7.09,AR,1708097749
511,san pascual,13.7975,121.0342,22.56,91,16,3.58,PH,1708097749
512,villa ojo de agua,-29.5,-63.6938,27.86,41,5,4.22,AR,1708097749
513,arvayheer,46.2639,102.775,-1.18,53,78,8.73,MN,1708097749
514,vreed-en-hoop,6.8093,-58.198,32.18,74,75,7.2,GY,1708097749
515,muynoq,43.7683,59.0214,-3.37,44,100,12.84,UZ,1708097749
516,san pedro pochutla,15.7333,-96.4667,26.84,51,53,1.89,MX,1708097710
517,mertola,37.6592,-7.6643,18.03,57,87,5.1,PT,1708097750
518,philadelphia,39.9523,-75.1638,5.43,41,40,9.26,US,1708097739
519,bubaque,11.2833,-15.8333,26.38,75,47,5.29,GW,1708097750
520,pangoa,-12.1167,-73.0,29.06,63,57,1.77,PE,1708097750
521,longavi,-35.9667,-71.6833,30.15,23,0,2.69,CL,1708097750
522,port pirie,-33.1833,138.0167,22.82,27,0,2.63,AU,1708097750
523,khanty-mansiysk,61.0042,69.0019,-18.94,71,0,2.0,RU,1708097750
524,hamakita,34.8,137.7833,9.91,64,100,3.39,JP,1708097750
525,necochea,-38.5473,-58.7368,25.85,50,0,4.38,AR,1708097750
526,salekhard,66.53,66.6019,-29.95,93,34,1.06,RU,1708097751
527,malvan,16.0667,73.4667,25.44,75,4,3.99,IN,1708097751
528,turan,16.0678,108.2208,22.99,83,75,0.51,VN,1708097479
529,nelson,-41.2833,173.2833,15.29,91,30,1.39,NZ,1708097751
530,kenai,60.5544,-151.2583,-0.95,63,0,7.2,US,1708097751
531,touba,8.2833,-7.6833,37.79,6,21,3.07,CI,1708097751
532,salym,60.0625,71.4789,-19.92,92,100,4.01,RU,1708097751
533,sinabang,2.4803,96.3801,27.58,80,93,1.45,ID,1708097751
534,margate,51.3813,1.3862,13.28,72,4,0.45,GB,1708097612
535,nantucket,41.2835,-70.0995,4.08,56,0,14.4,US,1708097497
536,corn island,12.1694,-83.0418,26.79,83,57,7.76,NI,1708097752
537,tchintabaraden,15.8969,5.7985,30.54,7,6,7.15,NE,1708097752
538,roma,43.2128,-75.4557,-0.51,87,100,7.2,US,1708097577
539,covington,39.0837,-84.5086,3.55,60,75,5.66,US,1708097752
540,ciudad de huajuapan de leon,17.8,-97.7667,21.12,54,1,2.06,MX,1708097752
541,grand-popo,6.2804,1.8225,30.81,67,100,6.51,BJ,1708097752
542,aksaray,38.3726,34.0254,9.44,59,88,2.85,TR,1708097752
543,fortuna,40.5982,-124.1573,12.74,84,0,6.17,US,1708097752
544,lewistown,40.5992,-77.5714,2.87,47,0,7.2,US,1708097471
545,susuman,62.7833,148.1667,-42.79,99,77,1.34,RU,1708097753
546,ouesso,1.6136,16.0517,32.39,35,97,1.14,CG,1708097753
547,sosnovoborsk,56.1325,93.3589,-21.89,92,100,5.0,RU,1708097753
548,oyem,1.5995,11.5793,25.42,72,100,1.62,GA,1708097753
549,kamianets-podilskyi,48.6667,26.5667,5.1,73,29,2.95,UA,1708097753
550,mar del plata,-38.0023,-57.5575,25.29,82,40,7.6,AR,1708097703
551,atamanovka,51.93,113.63,-15.76,100,95,1.32,RU,1708097753
552,mansa,29.9833,75.3833,14.59,13,0,1.83,IN,1708097753
553,filiatra,37.15,21.5833,15.39,60,2,1.18,GR,1708097753
554,pangobilian,8.8011,117.8594,26.08,85,36,5.04,PH,1708097754
555,san andres,12.5847,-81.7006,29.01,79,20,8.23,CO,1708097754
556,molde,62.7375,7.1591,4.28,93,75,0.51,NO,1708097650
557,vila do maio,15.1333,-23.2167,30.44,79,79,7.69,CV,1708097754
558,turkmenabat,39.0733,63.5786,0.99,32,100,8.23,TM,1708097754
559,nchelenge,-9.3451,28.734,23.92,83,86,3.15,ZM,1708097754
560,slave lake,55.2834,-114.769,-17.01,85,0,2.06,CA,1708097738
561,guanica,17.9716,-66.908,30.28,66,5,5.67,PR,1708097754
562,revda,56.801,59.9303,-20.21,92,97,3.1,RU,1708097754
563,cadale,2.7603,46.3222,27.27,81,7,9.2,SO,1708097755
564,arteche,12.2645,125.4048,25.85,69,100,4.42,PH,1708097755
565,colonia,50.9333,6.95,14.77,86,100,1.03,DE,1708097650
566,sultanah,24.4926,39.5857,23.25,15,0,7.72,SA,1708097755
567,buy,58.4786,41.53,-14.06,98,100,2.53,RU,1708097755
568,dadukou,26.5479,101.7054,12.65,50,1,0.54,CN,1708097755
569,pyt-yakh,60.7499,72.8582,-20.4,89,100,5.47,RU,1708097755
570,fengcheng,40.4536,124.0717,-2.89,87,52,1.9,CN,1708097755
571,khash,28.2211,61.2158,16.88,40,31,4.82,IR,1708097755
572,kovernino,57.1253,43.8142,-12.53,93,100,3.9,RU,1708097755
573,lanark,55.6737,-3.7817,10.18,83,97,2.12,GB,1708097755
574,neyriz,29.1988,54.3278,15.31,59,16,3.34,IR,1708097756
575,obo,5.3998,26.4869,30.59,40,98,1.2,CF,1708097756
576,thabazimbi,-24.5917,27.4116,33.54,23,42,2.57,ZA,1708097756
577,tamanrasset,22.785,5.5228,26.95,10,0,1.54,DZ,1708097756
578,taco pozo,-25.6167,-63.2833,33.33,36,64,3.36,AR,1708097757
579,chifeng,42.2683,118.9636,0.7,47,0,3.89,CN,1708097757
580,saudarkrokur,65.7461,-19.6394,-3.36,84,23,3.45,IS,1708097757
581,timbuktu,16.7735,-3.0074,35.11,7,80,6.26,ML,1708097757
